Point.Forecast,Lo.80,Hi.80,Lo.95,Hi.95
89.10701791494452,43.24866368566576,134.9653721442233,18.972717356019118,159.2413184738699
82.56763860180598,36.63082792428131,128.50444927933066,12.313349259712453,152.8219279438995
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
83.89117649666575,36.62918550529901,131.1531674880325,11.610198757489883,156.17215423584162
